Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Bae, Jinhye",CENG 101A - Introductory Fluid Mechanics (A),FA21,136,115,74.6%,77.9%,10.22,B (3.07),B (3.12)
"Opatkiewicz, Justin Paul",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA21,136,120,98.3%,99.2%,8.78,B+ (3.31),B+ (3.31)
"Powell, Alyssa",CENG 122 - Separation Processes (A),FA21,139,123,95.9%,94.2%,8.84,B (3.28),B+ (3.37)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (A),FA21,54,28,38.5%,48.0%,4.73,B- (2.85),B (3.20)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (B),FA21,58,26,62.5%,62.5%,5.06,B (3.24),B (3.26)
"Opatkiewicz, Justin Paul",CENG 157 - Process Tech in Semiconductor (A),FA21,54,41,95.1%,97.6%,6.26,B (3.26),B (3.19)
"Drews, Aaron",CENG 4 - Experience Chemical Eng (A),FA21,140,63,100.0%,100.0%,0.75,A- (3.94),N/A
"Evdokimenko, Ekaterina",ENG 10 - Fundamentals/Engineering Appln (C),FA21,30,22,95.2%,100.0%,4.23,A- (3.91),A- (3.90)
"Evdokimenko, Ekaterina",ENG 10 - Fundamentals/Engineering Appln (D),FA21,27,19,89.5%,100.0%,3.66,A- (3.95),A- (3.79)
"Mancinelli, Ryan Mark",ENG 100D - Design for Development (A),FA21,48,24,81.8%,90.9%,9.11,A- (3.70),A- (3.81)
"Ngo, Anh-Thu T.",ENG 100D - Design for Development (B),FA21,48,42,95.2%,97.6%,4.88,A- (3.79),A- (3.76)
"Nguyen, Truong Quang",ENG 100L - Design for Development Lab (C),FA21,7,4,100.0%,100.0%,5.50,A (4.00),N/A
"de Oliveira, Mauricio",ENG 100L - Design for Development Lab (E),FA21,5,3,100.0%,100.0%,5.50,A (4.00),N/A
"Lim, Allison Nicole",ENG 15 - Engineer Your Success (A),FA21,25,13,100.0%,100.0%,2.83,A (4.00),N/A
"Evdokimenko, Ekaterina",ENG 20 - Intro to Engineering Research (A),FA21,23,13,90.9%,100.0%,5.17,A- (3.92),A- (3.77)
"Yang, Kesong",CENG 15 - Engin. Comp Using MATLAB (A),S221,15,7,100.0%,100.0%,6.79,A- (3.71),N/A
"Sanchez, Maritza",ENG 15 - Engineer Your Success (A),S221,22,11,44.4%,77.8%,5.39,A (4.00),N/A
"Vargas Consuelos, Carlos Ingram",ENG 15 - Engineer Your Success (B),S221,23,16,100.0%,100.0%,6.38,A- (3.83),N/A
"Martinez Pallares, Fabian Martin",ENG 15 - Engineer Your Success (C),S221,24,12,83.3%,91.7%,5.50,A (4.00),N/A
"Evdokimenko, Ekaterina",ENG 15 - Engineer Your Success (D),S221,28,27,92.3%,100.0%,4.50,A (4.00),N/A
"Lim, Allison Nicole",ENG 15 - Engineer Your Success (E),S221,17,13,91.7%,100.0%,5.73,A (4.00),N/A
"Opatkiewicz, Justin Paul",CENG 100 - Material and Energy Balances (A),S121,12,11,100.0%,100.0%,8.14,B (3.27),N/A
"Alexandrov, Ludmil B",BENG 100 - Intro to Prob & Stats for BENG (A),SP21,118,56,81.8%,94.5%,6.25,B+ (3.58),B+ (3.53)
"Huang, Xiaohua",BENG 102 - Moleculr Components Living Sys (A),SP21,52,24,78.3%,69.6%,5.02,A- (3.95),A- (3.83)
"Fraley, Stephanie I.",BENG 103B - Bioengineering Mass Transfer (A),SP21,108,98,56.7%,42.3%,10.70,B+ (3.43),B+ (3.49)
"Shi, Lingyan",BENG 112B - Fluid and Cell Biomechanics (A),SP21,38,33,100.0%,96.9%,6.81,B+ (3.55),A- (3.82)
"Contijoch, Francisco",BENG 125 - Modeling & Computatio/Bioengr (A),SP21,159,154,73.4%,87.0%,6.71,B+ (3.53),B+ (3.67)
"Coleman, Todd Prentice",BENG 130 - Biotech Thermodynamics & Kinet (A),SP21,28,15,66.7%,46.7%,7.57,B+ (3.36),A- (3.87)
"Mali, Prashant Gulab Ram",BENG 133 - Numerical Analys-Computatn Eng (A),SP21,32,30,90.0%,96.7%,7.81,B (3.27),B+ (3.61)
"Cabrales, Pedro",BENG 140B - Bioengineering Physiology (A),SP21,63,52,92.3%,92.3%,6.15,A- (3.71),A- (3.78)
"Zhang, Kun",BENG 160 - Chem & Molecular BENG Techniqs (A),SP21,60,47,95.7%,87.0%,7.73,B+ (3.68),A- (3.98)
"Cabrales, Pedro",BENG 172 - Bioengineering Laboratory (A),SP21,37,25,83.3%,95.2%,10.26,A- (3.83),A- (3.74)
"Omens, Jeffrey Howard",BENG 172 - Bioengineering Laboratory (A),SP21,37,25,83.3%,90.5%,10.26,A- (3.83),A- (3.74)
"Bafna, Vineet",BENG 182 - Biological Databases (A),SP21,30,13,76.9%,84.6%,8.65,A- (3.83),A- (3.80)
"Kwon, Ester Jihae",BENG 186A - Principles/Biomaterials Design (A),SP21,113,105,83.8%,86.7%,6.67,B+ (3.39),B (3.28)
"Wheeler, Bruce Christopher",BENG 187A - BENG Design Project: Planning (A),SP21,142,71,91.3%,97.1%,1.95,A- (3.95),N/A
"Wheeler, Bruce Christopher",BENG 187D - BENG Design Proj:Presentation (A),SP21,62,30,100.0%,96.6%,4.43,A (4.00),A- (3.96)
"Wheeler, Bruce Christopher",BENG 187D - BENG Design Proj:Presentation (B),SP21,60,32,93.5%,93.5%,6.69,A (4.00),A- (3.99)
"Wheeler, Bruce Christopher",BENG 187D - BENG Design Proj:Presentation (C),SP21,40,19,94.4%,94.4%,5.24,A (4.00),A- (3.94)
"Contijoch, Francisco",BENG 189 - Physiological Systems Eng (A),SP21,17,17,94.1%,93.8%,11.44,B+ (3.64),N/A
"Engler, Adam J.",BENG 193 - Clinical Exp in Bioengineering (A),SP21,20,13,100.0%,100.0%,4.19,A- (3.92),A (4.00)
"Engler, Adam J.",BENG 91 - Topics in Bioeng and Medicine (A),SP21,14,8,100.0%,100.0%,1.36,A (4.00),N/A
"Lubarda, Vlado",CENG 101B - Heat Transfer (A),SP21,39,25,91.7%,95.8%,7.28,B (3.27),B (3.11)
"Opatkiewicz, Justin Paul",CENG 101C - Mass Transfer (A),SP21,78,73,93.2%,95.9%,8.91,B (3.21),B (3.07)
"Powell, Alyssa",CENG 101C - Mass Transfer (B),SP21,69,64,92.2%,98.4%,7.87,B (3.14),B (3.13)
"Drews, Aaron",CENG 113 - Chemical Reaction Engineering (A),SP21,79,69,91.3%,98.6%,9.28,B (3.19),B+ (3.39)
"Drews, Aaron",CENG 113 - Chemical Reaction Engineering (B),SP21,23,23,100.0%,100.0%,9.77,B (3.14),B (3.29)
"Russ, Benjamin Edward",CENG 124B - Chem Plant & Process Design II (A),SP21,49,38,97.4%,94.7%,8.66,A- (3.82),A- (3.93)
"Powell, Alyssa",CENG 124B - Chem Plant & Process Design II (B),SP21,53,31,96.8%,93.5%,7.47,A- (3.71),A- (3.90)
"Opatkiewicz, Justin Paul",CENG 176B - Chem Engineerng Process Lab II (A),SP21,63,40,92.1%,91.7%,9.58,B+ (3.56),B+ (3.33)
"Zhang, Liangfang",CENG 176B - Chem Engineerng Process Lab II (B),SP21,39,19,84.2%,89.5%,10.61,B (3.26),B+ (3.31)
"Evdokimenko, Ekaterina",ENG 10 - Fundamentals/Engineering Appln (A),SP21,10,9,100.0%,100.0%,3.17,A (4.00),N/A
"Mancinelli, Ryan Mark",ENG 100D - Design for Development (A),SP21,43,11,81.8%,90.9%,6.90,B+ (3.64),A- (3.80)
"Ngo, Anh-Thu T.",ENG 100D - Design for Development (B),SP21,48,24,91.3%,87.0%,7.33,A- (3.79),A- (3.79)
"Evdokimenko, Ekaterina",ENG 15 - Engineer Your Success (A),SP21,5,4,100.0%,100.0%,2.50,N/A,N/A
"Sah, Robert Lie-Yuan",BENG 1 - Introduction to Bioengineering (A),WI21,194,106,85.3%,90.1%,3.35,A- (3.92),N/A
"Mc Culloch, Andrew Douglas",BENG 110 - Muskoloskeletal Biomechanics (A),WI21,20,6,66.7%,66.7%,8.17,B+ (3.67),B+ (3.62)
"Valdez-Jasso, Daniela",BENG 112A - Soft Tissue Biomechanics (A),WI21,18,16,100.0%,100.0%,6.50,B+ (3.36),N/A
"Valdez-Jasso, Daniela",BENG 112A - Soft Tissue Biomechanics (B),WI21,29,28,96.4%,100.0%,5.79,B+ (3.46),B+ (3.40)
"Huang, Xiaohua",BENG 120 - Org Chem-Structural & Design (A),WI21,49,19,83.3%,72.2%,4.83,A- (3.76),A- (3.89)
"Palsson, Bernhard O.",BENG 123 - Dynamic Simulatn in Bioeng (A),WI21,72,30,43.3%,60.0%,13.50,B+ (3.50),B (3.27)
"Wheeler, Bruce Christopher",BENG 126B - Design Implmnt Informatcs BENG (A),WI21,26,4,75.0%,100.0%,6.50,A (4.00),A- (3.97)
"Wheeler, Bruce Christopher",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI21,26,9,100.0%,100.0%,7.61,A (4.00),A- (3.92)
"Subramaniam, Shankar",BENG 130 - Biotech Thermodynamics & Kinet (A),WI21,154,77,81.1%,86.5%,7.07,B+ (3.55),B+ (3.52)
"Silva, Gabriel",BENG 140A - Bioengineering Physiology (A),WI21,77,31,77.4%,74.2%,6.69,B+ (3.44),B+ (3.55)
"Wheeler, Bruce Christopher",BENG 147B - Design Implmntatn Neural Engin (A),WI21,13,4,100.0%,100.0%,6.00,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 149B - Design Implmntn Vascular BENG (A),WI21,9,5,100.0%,100.0%,8.50,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 152 - BioSystems Engineering Lab (A),WI21,18,5,100.0%,100.0%,6.10,A (4.00),N/A
"Huang, Xiaohua",BENG 161B - Biochemical Engineering (A),WI21,69,24,82.6%,78.3%,7.11,B+ (3.65),A- (3.81)
"Wang, Yingxiao",BENG 168 - Biomolecular Engineering (A),WI21,90,33,83.3%,76.7%,6.63,B+ (3.43),A- (3.79)
"Wheeler, Bruce Christopher",BENG 169B - Design Implmntatn Tissue Engin (A),WI21,22,3,100.0%,100.0%,5.17,A (4.00),A- (3.95)
"Wheeler, Bruce Christopher",BENG 179B - Design Implmnt Bioinstrumntatn (A),WI21,35,8,87.5%,100.0%,3.75,A (4.00),A- (3.93)
"Pevzner, Pavel Arkadjevich",BENG 181 - Molecular Sequence Analysis (A),WI21,35,18,76.5%,62.5%,17.44,B+ (3.42),B+ (3.63)
"Cauwenberghs, Gert",BENG 186B - Princpls/Bioinstrumentatn Desn (A),WI21,68,32,93.3%,96.7%,9.77,B+ (3.44),A- (3.73)
"Wheeler, Bruce Christopher",BENG 187C - BENG Design Proj:Implemntation (A),WI21,162,38,86.8%,100.0%,4.24,A- (3.94),N/A
"Opatkiewicz, Justin Paul",CENG 101A - Introductory Fluid Mechanics (A),WI21,42,39,97.4%,100.0%,8.91,B (3.06),B+ (3.37)
"Liu, Ping",CENG 101B - Heat Transfer (A),WI21,26,24,87.5%,62.5%,7.92,B- (2.87),B- (2.83)
"Liu, Ping",CENG 101B - Heat Transfer (B),WI21,90,80,81.3%,63.8%,8.95,B (3.12),B (3.05)
"Powell, Alyssa",CENG 102 - Chemical Engin Thermodynamics (A),WI21,61,54,87.0%,88.9%,9.50,B (3.12),B (3.02)
"Shah, Nisarg",CENG 102 - Chemical Engin Thermodynamics (B),WI21,41,38,84.2%,81.6%,7.13,B- (2.97),B- (2.91)
"Drews, Aaron",CENG 114 - Prob and Stat Methods for Eng (A),WI21,97,92,98.9%,100.0%,5.49,A- (3.70),A- (3.89)
"Jahed Motlagh, Zeinab",CENG 114 - Prob and Stat Methods for Eng (B),WI21,41,36,100.0%,100.0%,6.83,B+ (3.47),B+ (3.51)
"Powell, Alyssa",CENG 124A - Chem Plant & Process Design I (A),WI21,54,44,93.2%,100.0%,7.77,B+ (3.64),A- (3.77)
"Russ, Benjamin Edward",CENG 124A - Chem Plant & Process Design I (B),WI21,49,38,92.1%,91.9%,8.92,B+ (3.57),B+ (3.66)
"Pokorski, Jonathan Kyle",CENG 134 - Polymeric Materials (A),WI21,34,21,90.5%,100.0%,5.93,B+ (3.30),B+ (3.53)
"Yang, Kesong",CENG 15 - Engin. Comp Using MATLAB (A),WI21,18,17,94.1%,88.2%,6.38,B+ (3.53),N/A
"Yang, Kesong",CENG 15 - Engin. Comp Using MATLAB (B),WI21,8,5,100.0%,100.0%,6.10,B+ (3.40),N/A
"Drews, Aaron",CENG 15R - Eng Comp Using MATLAB Online (A),WI21,6,6,83.3%,100.0%,7.50,B (3.20),N/A
"Steinmetz, Nicole F",CENG 175 - NanoEngineering in Medicine (A),WI21,26,17,100.0%,94.1%,3.68,A- (3.75),A- (3.70)
"Opatkiewicz, Justin Paul",CENG 176A - Chem Engineerng Process Lab I (A),WI21,63,47,93.2%,95.5%,10.00,B+ (3.57),A- (3.84)
"Zhang, Liangfang",CENG 176A - Chem Engineerng Process Lab I (B),WI21,39,23,86.4%,81.8%,11.77,B+ (3.55),B+ (3.67)
"Evdokimenko, Ekaterina",ENG 10 - Fundamentals/Engineering Appln (A),WI21,10,8,100.0%,100.0%,3.00,A- (3.75),N/A
"Mancinelli, Ryan Mark",ENG 100D - Design for Development (A),WI21,43,12,83.3%,83.3%,9.00,A- (3.82),A- (3.90)
"Ngo, Anh-Thu T.",ENG 100D - Design for Development (B),WI21,31,13,75.0%,91.7%,6.17,B+ (3.58),B+ (3.37)
"Zhong, Sheng",BENG 100 - Intro to Prob & Stats for BENG (A),FA20,28,12,91.7%,91.7%,4.17,B+ (3.67),B+ (3.69)
"Schmid-Schoenbein, Geert W",BENG 110 - Muskoloskeletal Biomechanics (A),FA20,79,45,75.0%,69.8%,6.64,B (3.09),B (3.13)
"Wheeler, Bruce Christopher",BENG 119A - Design Develop.in Biomechanics (A),FA20,24,7,100.0%,100.0%,1.50,A (4.00),A- (3.78)
"Cauwenberghs, Gert",BENG 122A - Biosystems and Control (B),FA20,67,28,71.4%,85.7%,9.21,B+ (3.52),B (3.27)
"Wheeler, Bruce Christopher",BENG 126A - Design Dev Bioinformatics BENG (A),FA20,26,8,100.0%,85.7%,3.64,A (4.00),A- (3.79)
"Wheeler, Bruce Christopher",BENG 127A - Design Dev.Molec. Systems BENG (A),FA20,27,11,100.0%,100.0%,6.68,A- (3.90),A- (3.89)
"Coleman, Todd Prentice",BENG 134 - Measurements/Stats/Probability (A),FA20,24,9,44.4%,44.4%,13.17,B- (2.78),B+ (3.59)
"Wheeler, Bruce Christopher",BENG 135 - Biomedical Signals & Systems (A),FA20,17,5,100.0%,100.0%,4.90,A- (3.80),N/A
"Lal, Ratnesh",BENG 141 - Biomedical Optics and Imaging (A),FA20,31,20,85.0%,90.0%,4.10,A- (3.95),A- (3.88)
"Wheeler, Bruce Christopher",BENG 147A - Design Develpmnt in Neural Eng (A),FA20,13,4,100.0%,100.0%,6.50,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 149A - Design Develpmnt Vascular BENG (A),FA20,9,4,100.0%,100.0%,5.83,A (4.00),N/A
"Fraley, Stephanie I.",BENG 161A - Bioreactor Engineering (A),FA20,71,40,87.2%,82.5%,9.58,B+ (3.49),B+ (3.58)
"Mali, Prashant Gulab Ram",BENG 162 - Biotechnology Laboratory (A),FA20,69,27,72.0%,60.0%,9.22,B+ (3.44),B+ (3.52)
"Sah, Robert Lie-Yuan",BENG 166A - Cell and Tissue Engineering (A),FA20,66,21,81.0%,76.2%,6.79,B+ (3.62),A- (3.98)
"Wang, Yingxiao",BENG 168 - Biomolecular Engineering (B),FA20,16,8,100.0%,87.5%,5.50,B+ (3.50),N/A
"Wheeler, Bruce Christopher",BENG 169A - Design Developmnt Tissue Engin (A),FA20,22,3,100.0%,100.0%,5.17,A (4.00),A- (3.91)
"Wheeler, Bruce Christopher",BENG 179A - Design Develop.Bioinstrumntatn (A),FA20,36,11,100.0%,100.0%,5.30,A (4.00),A- (3.93)
"Zhong, Sheng",BENG 183 - Applied Genomic Technologies (A),FA20,82,34,69.7%,81.8%,7.68,B+ (3.70),A- (3.79)
"Wheeler, Bruce Christopher",BENG 187B - BENG Design Project:Developmnt (A),FA20,162,52,84.0%,90.0%,5.44,A- (3.98),N/A
"Engler, Adam J.",BENG 193 - Clinical Exp in Bioengineering (A),FA20,11,7,100.0%,100.0%,2.79,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 2 - Intro Computer Prog & MATLAB (A),FA20,25,13,84.6%,100.0%,4.96,A- (3.85),B+ (3.49)
"Chen, Zheng",CENG 100 - Material and Energy Balances (C),FA20,36,26,84.0%,68.0%,7.70,B (3.16),B (3.11)
"Chen, Zheng",CENG 100 - Material and Energy Balances (D),FA20,57,42,87.5%,72.5%,7.95,B (3.05),B (3.26)
"Bae, Jinhye",CENG 101A - Introductory Fluid Mechanics (C),FA20,97,79,83.1%,74.0%,11.24,B (3.13),B (3.05)
"Bae, Jinhye",CENG 101A - Introductory Fluid Mechanics (D),FA20,89,80,76.3%,85.0%,10.80,B+ (3.33),B (3.13)
"Opatkiewicz, Justin Paul",CENG 120 - Chemical Process Dynmics&Cntrl (C),FA20,99,98,91.8%,95.9%,10.62,B+ (3.36),B+ (3.56)
"Powell, Alyssa",CENG 122 - Separation Processes (C),FA20,38,31,100.0%,100.0%,9.50,B+ (3.33),B+ (3.44)
"Powell, Alyssa",CENG 122 - Separation Processes (D),FA20,65,51,95.8%,100.0%,9.32,B+ (3.59),B+ (3.54)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (A),FA20,78,46,93.3%,95.3%,4.90,B+ (3.51),B+ (3.41)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (B),FA20,39,23,90.9%,81.8%,4.50,A- (3.77),B+ (3.59)
"Drews, Aaron",CENG 4 - Experience Chemical Eng (A),FA20,120,73,98.6%,100.0%,1.50,A (4.00),N/A
"Horvath, Stephen",CENG 4 - Experience Chemical Eng (B),FA20,9,4,100.0%,100.0%,0.50,A (4.00),N/A
"Vargas Consuelos, Carlos Ingram",ENG 10 - Fundamentals/Engineering Appln (A),FA20,26,13,92.3%,91.7%,2.81,A- (3.91),A- (3.97)
"Mancinelli, Ryan Mark",ENG 100D - Design for Development (A),FA20,41,13,92.3%,92.3%,9.42,A- (3.77),B+ (3.65)
"Ngo, Anh-Thu T.",ENG 100D - Design for Development (B),FA20,14,9,100.0%,100.0%,5.50,A- (3.88),N/A
"Goldberg, Charles G.",ENG 100L - Design for Development Lab (B),FA20,4,3,100.0%,100.0%,5.17,A (4.00),N/A
"Schmid-Schoenbein, Geert W",ENG 100L - Design for Development Lab (I),FA20,4,3,100.0%,100.0%,3.83,A (4.00),N/A
"Evdokimenko, Ekaterina",ENG 15 - Engineer Your Success (A),FA20,11,5,100.0%,100.0%,5.30,B+ (3.67),N/A
"Evdokimenko, Ekaterina",ENG 20 - Intro to Engineering Research (A),FA20,24,14,92.9%,100.0%,4.36,A- (3.93),A- (3.87)
"Opatkiewicz, Justin Paul",CENG 100 - Material and Energy Balances (A),S120,17,17,93.8%,93.8%,8.26,B+ (3.35),N/A
"Alexandrov, Ludmil B",BENG 100 - Intro to Prob & Stats for BENG (A),SP20,153,64,70.3%,78.1%,7.31,B+ (3.62),A- (3.76)
"Engler, Adam J.",BENG 102 - Moleculr Components Living Sys (A),SP20,51,25,64.0%,72.0%,6.66,B+ (3.44),B+ (3.66)
"Fraley, Stephanie I.",BENG 103B - Bioengineering Mass Transfer (A),SP20,130,113,73.2%,75.9%,10.00,B (3.26),B+ (3.65)
"Schmid-Schoenbein, Geert W",BENG 112B - Fluid and Cell Biomechanics (A),SP20,56,34,63.6%,58.1%,7.23,B (3.18),A- (3.85)
"Contijoch, Francisco",BENG 125 - Modeling & Computatio/Bioengr (A),SP20,105,56,83.3%,83.0%,6.87,B+ (3.42),B+ (3.54)
"Mali, Prashant Gulab Ram",BENG 133 - Numerical Analys-Computatn Eng (A),SP20,25,10,90.0%,70.0%,8.70,B+ (3.43),A- (3.79)
"Cabrales, Pedro",BENG 140B - Bioengineering Physiology (A),SP20,72,30,96.7%,100.0%,7.63,B+ (3.56),A- (3.82)
"Zhang, Kun",BENG 160 - Chem & Molecular BENG Techniqs (A),SP20,70,48,85.4%,93.8%,9.00,A- (3.75),A- (3.81)
"Cabrales, Pedro",BENG 172 - Bioengineering Laboratory (A),SP20,57,34,96.4%,96.2%,12.26,B+ (3.61),A- (3.83)
"Omens, Jeffrey Howard",BENG 172 - Bioengineering Laboratory (A),SP20,57,34,96.4%,96.2%,12.26,B+ (3.61),A- (3.83)
"Bafna, Vineet",BENG 182 - Biological Databases (A),SP20,25,13,84.6%,84.6%,6.65,B+ (3.56),A- (3.77)
"Kwon, Ester Jihae",BENG 186A - Principles/Biomaterials Design (A),SP20,130,95,89.4%,93.6%,6.61,B+ (3.56),A- (3.72)
"Wheeler, Bruce Christopher",BENG 187A - BENG Design Project: Planning (A),SP20,165,104,92.9%,97.0%,1.62,A- (3.99),N/A
"Wheeler, Bruce Christopher",BENG 187D - BENG Design Proj:Presentation (A),SP20,55,28,96.3%,96.3%,4.50,A- (3.93),A- (3.93)
"Wheeler, Bruce Christopher",BENG 187D - BENG Design Proj:Presentation (B),SP20,46,24,95.8%,95.8%,3.02,A- (3.95),A- (3.97)
"Wheeler, Bruce Christopher",BENG 187D - BENG Design Proj:Presentation (C),SP20,50,16,93.8%,100.0%,4.75,A- (3.93),A- (3.92)
"Contijoch, Francisco",BENG 189 - Physiological Systems Eng (A),SP20,32,12,90.9%,90.9%,7.67,B+ (3.67),B+ (3.59)
"Engler, Adam J.",BENG 91 - Topics in Bioeng and Medicine (A),SP20,14,7,100.0%,100.0%,0.50,N/A,N/A
"Opatkiewicz, Justin Paul",CENG 101C - Mass Transfer (A),SP20,89,75,96.0%,100.0%,8.79,B+ (3.61),B+ (3.69)
"Shah, Nisarg",CENG 101C - Mass Transfer (B),SP20,14,13,100.0%,92.3%,10.81,B+ (3.38),N/A
"Chen, Zheng",CENG 113 - Chemical Reaction Engineering (A),SP20,48,31,80.6%,74.2%,8.31,B+ (3.32),B (3.23)
"Drews, Aaron",CENG 113 - Chemical Reaction Engineering (B),SP20,101,67,97.0%,100.0%,9.29,B+ (3.51),B+ (3.62)
"Powell, Alyssa",CENG 124B - Chem Plant & Process Design II (A),SP20,103,59,91.5%,94.9%,6.19,B+ (3.67),A- (3.80)
"Russ, Benjamin Edward",CENG 124B - Chem Plant & Process Design II (A),SP20,103,59,91.5%,98.3%,6.19,B+ (3.67),A- (3.80)
"Bae, Jinhye",CENG 134 - Polymeric Materials (A),SP20,24,24,95.8%,87.5%,6.00,B+ (3.48),A- (3.75)
"Steinmetz, Nicole F",CENG 175 - NanoEngineering in Medicine (A),SP20,10,5,100.0%,100.0%,4.50,A- (3.75),N/A
"Drews, Aaron",CENG 176B - Chem Engineerng Process Lab II (A),SP20,60,30,89.7%,96.6%,8.98,B (3.29),B+ (3.48)
"Opatkiewicz, Justin Paul",CENG 176B - Chem Engineerng Process Lab II (B),SP20,43,16,93.8%,93.8%,6.13,B+ (3.46),B+ (3.44)
"Campbell, Jordan Alexander",ENG 10 - Fundamentals/Engineering Appln (A),SP20,8,6,100.0%,100.0%,2.83,A (4.00),N/A
"Mancinelli, Ryan Mark",ENG 100D - Design for Development (A),SP20,54,23,91.3%,95.7%,8.59,A- (3.71),A- (3.83)
"Ngo, Anh-Thu T.",ENG 100D - Design for Development (B),SP20,40,12,100.0%,91.7%,5.83,A- (3.90),A- (3.71)
"Nguyen, Truong Quang",ENG 100L - Design for Development Lab (D),SP20,8,5,50.0%,75.0%,5.30,A (4.00),N/A
"Bratton, Maryann",ENG 100L - Design for Development Lab (I),SP20,11,5,100.0%,100.0%,3.30,A (4.00),N/A
"Evdokimenko, Ekaterina",ENG 15 - Engineer Your Success (A),SP20,7,5,100.0%,100.0%,3.30,A (4.00),N/A
"Sah, Robert Lie-Yuan",BENG 1 - Introduction to Bioengineering (A),WI20,164,79,76.0%,85.3%,4.47,A (4.00),N/A
"Valdez-Jasso, Daniela",BENG 112A - Soft Tissue Biomechanics (A),WI20,47,46,97.8%,97.8%,6.67,B+ (3.39),B (3.04)
"Valdez-Jasso, Daniela",BENG 112A - Soft Tissue Biomechanics (B),WI20,22,22,95.5%,100.0%,6.05,B (3.14),B- (2.82)
"Wheeler, Bruce Christopher",BENG 119B - Design Implmntatn Biomechanics (A),WI20,17,7,85.7%,85.7%,8.50,A- (3.83),N/A
"Subramaniam, Shankar",BENG 120 - Org Chem-Structural & Design (A),WI20,50,25,40.9%,70.0%,8.50,B (3.18),A- (3.73)
"Wang, Yingxiao",BENG 120 - Org Chem-Structural & Design (A),WI20,50,25,40.9%,26.3%,8.50,B (3.18),A- (3.73)
"Palsson, Bernhard O.",BENG 123 - Dynamic Simulatn in Bioeng (A),WI20,76,23,77.3%,86.4%,11.54,B (3.26),B- (2.93)
"Hasty, Jeff M",BENG 125 - Modeling & Computatio/Bioengr (A),WI20,48,9,87.5%,62.5%,4.75,B+ (3.50),B+ (3.48)
"Wheeler, Bruce Christopher",BENG 125 - Modeling & Computatio/Bioengr (A),WI20,48,9,87.5%,100.0%,4.75,B+ (3.50),B+ (3.48)
"Wheeler, Bruce Christopher",BENG 126B - Design Implmnt Informatcs BENG (A),WI20,24,7,85.7%,100.0%,7.93,A- (3.86),A (4.00)
"Wheeler, Bruce Christopher",BENG 129B - Design Implmnt Cell Systm BENG (A),WI20,22,5,80.0%,80.0%,4.90,A (4.00),A- (3.95)
"Coleman, Todd Prentice",BENG 130 - Biotech Thermodynamics & Kinet (A),WI20,164,62,46.6%,59.6%,7.78,B (3.15),B+ (3.42)
"Wheeler, Bruce Christopher",BENG 139B - Design Implmntn Molecular BENG (A),WI20,6,3,66.7%,100.0%,10.50,A (4.00),N/A
"Silva, Gabriel",BENG 140A - Bioengineering Physiology (A),WI20,86,32,96.6%,96.6%,6.43,B+ (3.37),B+ (3.59)
"Wheeler, Bruce Christopher",BENG 147B - Design Implmntatn Neural Engin (A),WI20,13,4,100.0%,100.0%,10.50,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 149B - Design Implmntn Vascular BENG (A),WI20,16,6,100.0%,100.0%,11.17,A- (3.83),N/A
"Wheeler, Bruce Christopher",BENG 152 - BioSystems Engineering Lab (B),WI20,18,5,100.0%,100.0%,5.70,A (4.00),N/A
"Lewis, Nathan E",BENG 161B - Biochemical Engineering (A),WI20,49,22,68.2%,72.7%,7.74,B+ (3.43),B (3.09)
"Wang, Yingxiao",BENG 168 - Biomolecular Engineering (A),WI20,106,32,89.7%,75.9%,7.26,B+ (3.39),B+ (3.67)
"Wheeler, Bruce Christopher",BENG 179B - Design Implmnt Bioinstrumntatn (A),WI20,41,9,85.7%,100.0%,4.21,A (4.00),A- (3.85)
"Pevzner, Pavel Arkadjevich",BENG 181 - Molecular Sequence Analysis (A),WI20,23,11,90.9%,72.7%,15.41,B+ (3.45),B+ (3.37)
"Cauwenberghs, Gert",BENG 186B - Princpls/Bioinstrumentatn Desn (C),WI20,42,17,62.5%,100.0%,10.88,B (3.19),B (3.25)
"Alvarez-Cabanillas, Miguel",BENG 186B - Princpls/Bioinstrumentatn Desn (D),WI20,24,9,66.7%,33.3%,11.83,B (3.00),B- (2.94)
"Wheeler, Bruce Christopher",BENG 187C - BENG Design Proj:Implemntation (A),WI20,151,61,86.7%,96.7%,5.62,A- (3.89),N/A
"Gough, David A.",BENG 87 - Freshman Seminar (A),WI20,9,7,57.1%,57.1%,0.79,N/A,N/A
"Liu, Ping",CENG 101B - Heat Transfer (A),WI20,62,47,90.9%,88.6%,8.94,B- (2.98),B (3.03)
